Keywords	Date and Time	Source	Event ID	Task Category
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\mgmtprovider.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WmiApRpl.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WMIsvc.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\wbemtest.exe
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\dscproxy.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WinMgmtR.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\unsecapp.exe
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WmiDcPrv.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\mpeval.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WmiApRes.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\scrcons.exe
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WsmAgent.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\silprovider.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\wbemprox.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\DscTimer.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\NCProv.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\DscCoreConfProv.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WinMgmt.exe
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\stdprov.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\wmitimep.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WMICOOKR.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\mistreamprov.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\mofinstall.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\mistreamprov.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\mofd.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WmiPrvSD.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\DscCore.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WmiApSrv.exe
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WmiPrvSE.exe
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\wbemess.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\repdrvfs.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\wbemsvc.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\mgmtprovider_uninstall.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\fastprox.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WMIADAP.exe
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\SMTPCons.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\wbemcore.dll
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\wbem\WsmAuto.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\winrm\0409\winrm.ini
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\Configuration\Schema\MSFT_FileDirectoryConfiguration\en-US\MSFT_FileDirectoryConfiguration.Schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\Configuration\Schema\MSFT_FileDirectoryConfiguration\MSFT_FileDirectoryConfiguration.Schema.mof
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\Configuration\BaseRegistration\en-US\BaseResource.Schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\Configuration\BaseRegistration\en-US\MSFT_MetaConfigurationExtensionClasses.Schema.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
Audit Success	5/2/2021 3:02:24 AM	Microsoft-Windows-Security-Auditing	4907	Audit Policy Change	"Auditing settings on object were changed.

Subject:
	Security ID:		SYSTEM
	Account Name:		VAGRANT-2008R2$
	Account Domain:		WORKGROUP
	Logon ID:		0x3e7

Object:
	Object Server:	Security
	Object Type:	File
	Object Name:	C:\Windows\System32\Configuration\BaseRegistration\en-US\MSFT_DSCMetaConfiguration.mfl
	Handle ID:	0x1c

Process Information:
	Process ID:	0x418
	Process Name:	C:\Windows\System32\poqexec.exe

Auditing Settings:
	Original Security Descriptor:	
	New Security Descriptor:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
