Level	Date and Time	Source	Event ID	Task Category

Information	6/20/2021 1:42:41 PM	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2021‎-‎06‎-‎20T20:42:41.484375000Z.
Information	5/2/2021 3:33:31 AM	Microsoft-Windows-Kernel-General	13	None	The operating system is shutting down at system time ‎2021‎-‎05‎-‎02T10:33:31.374023400Z.
Information	5/2/2021 3:33:29 AM	Microsoft-Windows-Kernel-Power	109	(103)	The kernel power manager has initiated a shutdown transition.
Information	5/2/2021 3:33:28 AM	Service Control Manager	7036	None	The MEDC Server Component - Apache service entered the stopped state.
Information	5/2/2021 3:33:27 AM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the stopped state.
Information	5/2/2021 3:33:27 AM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the stopped state.
Information	5/2/2021 3:33:27 AM	Service Control Manager	7036	None	The wampmysqld service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Cryptographic Services service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Software Protection service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Remote Desktop Services service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Application Host Helper Service service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Windows Event Log service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the stopped state.
Information	6/20/2021 1:42:47 PM	EventLog	6013	None	The system uptime is 5 seconds.
Information	6/20/2021 1:42:47 PM	EventLog	6005	None	The Event log service was started.
Information	6/20/2021 1:42:47 PM	EventLog	6009	None	Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Interactive Services Detection service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The User Profile Service service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The DHCP Client service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	5/2/2021 3:33:26 AM	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Power service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Plug and Play service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'false' 
PlugPlay caching subsystem enabled: 'false' 
"
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Diagnostic System Host service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Certificate Propagation service entered the stopped state.
Information	5/2/2021 3:33:26 AM	Service Control Manager	7036	None	The Windows Installer service entered the stopped state.
Information	5/2/2021 3:33:26 AM	EventLog	6006	None	The Event log service was stopped.
Information	5/2/2021 3:33:25 AM	Service Control Manager	7036	None	The Windows Error Reporting Service service entered the running state.
Information	5/2/2021 3:33:24 AM	Service Control Manager	7036	None	The jmx service entered the stopped state.
Information	5/2/2021 3:33:24 AM	Service Control Manager	7036	None	The jenkins service entered the stopped state.
Information	5/2/2021 3:33:24 AM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the stopped state.
Error	5/2/2021 3:33:24 AM	Service Control Manager	7034	None	The domain1 GlassFish Server service terminated unexpectedly.  It has done this 1 time(s).
Information	5/2/2021 3:33:18 AM	Service Control Manager	7036	None	The VMware Tools service entered the stopped state.
Information	5/2/2021 3:33:18 AM	Service Control Manager	7036	None	The Group Policy Client service entered the stopped state.
Information	5/2/2021 3:33:18 AM	Service Control Manager	7036	None	The Windows Update service entered the stopped state.
Information	5/2/2021 3:33:08 AM	USER32	1074	None	"The process C:\Windows\system32\shutdown.exe (VAGRANT-2008R2) has initiated the shutdown of computer VAGRANT-2008R2 on behalf of user VAGRANT-2008R2\vagrant for the following reason: Application: Maintenance (Planned)
 Reason Code: 0x80040001
 Shutdown Type: shutdown
 Comment: Packer Shutdown"
Information	5/2/2021 3:33:05 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  VMware Snapshot Provider
Service File Name:  C:\Windows\system32\dllhost.exe /Processid:{9A2062FF-71A6-48A1-A169-FAA4E2F4AED6}
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  NT AUTHORITY\LocalService"
Information	5/2/2021 3:33:03 AM	Service Control Manager	7036	None	The COM+ System Application service entered the running state.
Information	5/2/2021 3:33:02 AM	Service Control Manager	7036	None	The VMware Tools service entered the running state.
Information	5/2/2021 3:33:02 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  VMware Tools
Service File Name:  ""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	5/2/2021 3:33:02 AM	Service Control Manager	7036	None	The Interactive Services Detection service entered the running state.
Information	5/2/2021 3:32:11 AM	Service Control Manager	7036	None	The WMI Performance Adapter service entered the running state.
Information	5/2/2021 3:32:09 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\vm3d.inf_amd64_neutral_ba63fe4978c9d598\vm3d.inf for Device Instance ID PCI\VEN_15AD&DEV_0405&SUBSYS_040515AD&REV_00\3&2B8E0B4B&0&78 with the following status: 0x0.
Information	5/2/2021 3:32:09 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service vm3dmp for Device Instance ID PCI\VEN_15AD&DEV_0405&SUBSYS_040515AD&REV_00\3&2B8E0B4B&0&78 with the following status: 0.
Information	5/2/2021 3:32:08 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  vm3dmp
Service File Name:  system32\DRIVERS\vm3dmp.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	5/2/2021 3:32:07 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  VMware Host Guest Client Redirector
Service File Name:  system32\drivers\vmhgfs.sys
Service Type:  kernel mode driver
Service Start Type:  system start
Service Account:  "
Information	5/2/2021 3:32:07 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  Memory Control Driver
Service File Name:  C:\Program Files\Common Files\VMware\Drivers\memctl\vmmemctl.sys
Service Type:  kernel mode driver
Service Start Type:  auto start
Service Account:  "
Information	5/2/2021 3:32:05 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\vmmouse.inf_amd64_neutral_d53d3b26170c66f3\vmmouse.inf for Device Instance ID ACPI\PNP0F13\4&205AD762&0 with the following status: 0x0.
Information	5/2/2021 3:32:05 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service mouclass for Device Instance ID ACPI\PNP0F13\4&205AD762&0 with the following status: 0.
Information	5/2/2021 3:32:05 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service i8042prt for Device Instance ID ACPI\PNP0F13\4&205AD762&0 with the following status: 0.
Information	5/2/2021 3:32:05 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service vmmouse for Device Instance ID ACPI\PNP0F13\4&205AD762&0 with the following status: 0.
Information	5/2/2021 3:32:05 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  VMware Pointing Device
Service File Name:  system32\DRIVERS\vmmouse.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	5/2/2021 3:32:03 AM	Service Control Manager	7036	None	The VMware Alias Manager and Ticket Service service entered the running state.
Information	5/2/2021 3:32:02 AM	Service Control Manager	7040	None	The start type of the Windows Socket 2.0 Non-IFS Service Provider Support Environment service was changed from disabled to system start.
Information	5/2/2021 3:32:02 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  vSockets Driver
Service File Name:  C:\Windows\system32\drivers\vsock.sys
Service Type:  kernel mode driver
Service Start Type:  boot start
Service Account:  "
Information	5/2/2021 3:32:02 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\vmci.inf_amd64_neutral_faff95b55e0fdc1f\vmci.inf for Device Instance ID ROOT\VMWVMCIHOSTDEV\0000 with the following status: 0x0.
Information	5/2/2021 3:32:02 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service vmci for Device Instance ID ROOT\VMWVMCIHOSTDEV\0000 with the following status: 0.
Information	5/2/2021 3:32:02 AM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\vmci.inf_amd64_neutral_faff95b55e0fdc1f\vmci.inf for Device Instance ID PCI\VEN_15AD&DEV_0740&SUBSYS_074015AD&REV_10\3&2B8E0B4B&0&3F with the following status: 0x0.
Information	5/2/2021 3:32:02 AM	vmci	3	None	VMCI: Using capabilities (0xc).

Information	5/2/2021 3:32:02 AM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service vmci for Device Instance ID PCI\VEN_15AD&DEV_0740&SUBSYS_074015AD&REV_10\3&2B8E0B4B&0&3F with the following status: 0.
Information	5/2/2021 3:32:02 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  VMware VMCI Bus Driver
Service File Name:  system32\DRIVERS\vmci.sys
Service Type:  kernel mode driver
Service Start Type:  boot start
Service Account:  "
Information	5/2/2021 3:32:01 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  VMware Alias Manager and Ticket Service
Service File Name:  ""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe""
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	5/2/2021 3:31:45 AM	Service Control Manager	7036	None	The Windows Installer service entered the running state.
Information	5/2/2021 3:31:06 AM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the running state.
Information	5/2/2021 3:31:05 AM	Service Control Manager	7040	None	The start type of the Elasticsearch 1.1.1 (elasticsearch-service-x64) service was changed from demand start to auto start.
Information	5/2/2021 3:31:05 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  Elasticsearch 1.1.1 (elasticsearch-service-x64)
Service File Name:  ""C:\Program Files\elasticsearch-1.1.1\bin\elasticsearch-service-x64.exe"" //RS//elasticsearch-service-x64
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information	5/2/2021 3:30:57 AM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the running state.
Warning	5/2/2021 3:30:55 AM	Tcpip	4227	None	TCP/IP failed to establish an outgoing connection because the selected local endpoint was recently used to connect to the same remote endpoint. This error typically occurs when outgoing connections are opened and closed at a high rate, causing all available local ports to be used and forcing TCP/IP to reuse a local port for an outgoing connection. To minimize the risk of data corruption, the TCP/IP standard requires a minimum time period to elapse between successive connections from a given local endpoint to a given remote endpoint.
Information	5/2/2021 3:30:51 AM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the running state.
Information	5/2/2021 3:30:48 AM	Service Control Manager	7036	None	The MEDC Server Component - Apache service entered the running state.
Information	5/2/2021 3:30:46 AM	Service Control Manager	7040	None	The start type of the MEDC Server Component - Apache service was changed from demand start to auto start.
Information	5/2/2021 3:30:46 AM	Service Control Manager	7040	None	The start type of the MEDC Server Component - Notification Server service was changed from demand start to auto start.
Information	5/2/2021 3:30:33 AM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the stopped state.
Warning	5/2/2021 3:30:01 AM	Microsoft-Windows-DNS-Client	1014	None	Name resolution for the name wpad.localdomain timed out after none of the configured DNS servers responded.
Information	5/2/2021 3:29:58 AM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the running state.
Error	5/2/2021 3:29:43 AM	Service Control Manager	7030	None	The MEDC Server Component - Notification Server service is marked as an interactive service.  However, the system is configured to not allow interactive services.  This service may not function properly.
Information	5/2/2021 3:29:43 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  MEDC Server Component - Notification Server
Service File Name:  ""C:\ManageEngine\DesktopCentral_Server\bin\dcnotificationserver.exe"" -k 8027
Service Type:  user mode service
Service Start Type:  demand start
Service Account:  LocalSystem"
Information	5/2/2021 3:29:42 AM	Service Control Manager	7040	None	The start type of the MEDC Server Component - Apache service was changed from auto start to demand start.
Information	5/2/2021 3:29:42 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  MEDC Server Component - Apache
Service File Name:  ""C:\ManageEngine\DesktopCentral_Server\apache\bin\dcserverhttpd.exe"" -k runservice
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	5/2/2021 3:29:42 AM	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  ManageEngine Desktop Central Server
Service File Name:  C:\ManageEngine\DesktopCentral_Server\bin\wrapper.exe -s C:\ManageEngine\DesktopCentral_Server\conf\wrapper.conf
Service Type:  user mode service
Service Start Type:  auto start
Service Account:  LocalSystem"
Information	5/2/2021 3:28:22 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information	5/2/2021 3:22:29 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information	5/2/2021 3:21:58 AM	Service Control Manager	7036	None	The wampmysqld service entered the running state.
Information	5/2/2021 3:21:56 AM	Service Control Manager	7036	None	The wampmysqld service entered the stopped state.
Information	5/2/2021 3:21:52 AM	Service Control Manager	7036	None	The wampapache service entered the running state.
Information	5/2/2021 3:21:52 AM	Service Control Manager	7036	None	The wampapache service entered the stopped state.
Information	5/2/2021 3:16:51 AM	Service Control Manager	7036	None	The Windows Update service entered the running state.
Information	5/2/2021 3:16:51 AM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the stopped state.
Information	5/2/2021 3:16:50 AM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the running state.
Information	5/2/2021 3:16:50 AM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the running state.
Information	5/2/2021 3:16:49 AM	Service Control Manager	7036	None	The Diagnostic System Host service entered the running state.
Information	5/2/2021 3:16:49 AM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the running state.
Information	5/2/2021 3:16:49 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information	5/2/2021 3:16:49 AM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information	5/2/2021 3:16:49 AM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the stopped state.
Information	5/2/2021 3:16:49 AM	Service Control Manager	7036	None	The Background Intelligent Transfer Service service entered the running state.
Information	5/2/2021 3:15:02 AM	Microsoft-Windows-Iphlpsvc	4200	None	Isatap interface isatap.localdomain with address fe80::5efe:192.168.129.146 has been brought up.
Warning	5/2/2021 3:14:55 AM	Microsoft-Windows-DNS-Client	1014	None	Name resolution for the name isatap.localdomain timed out after none of the configured DNS servers responded.
Information	5/2/2021 3:14:51 AM	Service Control Manager	7036	None	The Certificate Propagation service entered the running state.
Information	5/2/2021 3:14:51 AM	Service Control Manager	7036	None	The Remote Desktop Configuration service entered the running state.
Information	5/2/2021 3:14:51 AM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information	5/2/2021 3:14:51 AM	SNMP	1001	None	The SNMP Service has started successfully.
Information	5/2/2021 3:14:50 AM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the running state.
Information	5/2/2021 3:14:49 AM	Service Control Manager	7036	None	The Remote Desktop Services service entered the running state.
Information	5/2/2021 3:14:49 AM	Service Control Manager	7036	None	The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information	5/2/2021 3:14:49 AM	Service Control Manager	7036	None	The Application Experience service entered the running state.
Information	5/2/2021 3:14:49 AM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the running state.
Information	5/2/2021 3:14:49 AM	Service Control Manager	7036	None	The Software Protection service entered the running state.
Information	5/2/2021 3:14:49 AM	Service Control Manager	7036	None	The Network List Service service entered the running state.
Information	5/2/2021 3:14:49 AM	Service Control Manager	7036	None	The wampmysqld service entered the running state.
Information	5/2/2021 3:14:48 AM	Service Control Manager	7036	None	The Server service entered the running state.
Information	5/2/2021 3:14:48 AM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the running state.
Information	5/2/2021 3:14:48 AM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the running state.
Information	5/2/2021 3:14:48 AM	Service Control Manager	7036	None	The wampapache service entered the running state.
Information	5/2/2021 3:14:47 AM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the running state.
Information	5/2/2021 3:14:47 AM	Service Control Manager	7036	None	The IP Helper service entered the running state.
Information	5/2/2021 3:14:47 AM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the running state.
Information	5/2/2021 3:14:47 AM	Service Control Manager	7036	None	The OpenSSH Server service entered the running state.
Information	5/2/2021 3:14:47 AM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the running state.
Information	5/2/2021 3:14:46 AM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the running state.
Information	5/2/2021 3:14:46 AM	Service Control Manager	7036	None	The SNMP Service service entered the running state.
Information	5/2/2021 3:14:46 AM	Service Control Manager	7036	None	The Remote Registry service entered the running state.
Information	5/2/2021 3:14:48 AM	Microsoft-Windows-WinRM	10121	None	"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information	5/2/2021 3:14:48 AM	Microsoft-Windows-WinRM	10148	None	"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Error	5/2/2021 3:14:46 AM	SNMP	1500	None	The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.
Information	5/2/2021 3:14:46 AM	Service Control Manager	7036	None	The Network Location Awareness service entered the running state.
Information	5/2/2021 3:14:45 AM	Service Control Manager	7036	None	The jmx service entered the running state.
Information	5/2/2021 3:14:45 AM	Service Control Manager	7036	None	The jenkins service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The domain1 GlassFish Server service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Application Host Helper Service service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Cryptographic Services service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Print Spooler service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Security Accounts Manager service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Workstation service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Windows Firewall service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Base Filtering Engine service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Task Scheduler service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The DNS Client service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The DHCP Client service entered the running state.
Information	5/2/2021 3:14:44 AM	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The TCP/IP NetBIOS Helper service entered the running state.
Information	5/2/2021 3:14:44 AM	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Network Store Interface Service service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The System Event Notification Service service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The COM+ Event System service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The User Profile Service service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Group Policy Client service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Windows Event Log service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Remote Procedure Call (RPC) service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The RPC Endpoint Mapper service entered the running state.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The DCOM Server Process Launcher service entered the running state.
Information	5/2/2021 3:14:44 AM	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (6.1, ‎2009‎-‎07‎-‎13T16:26:13.000000000Z) has successfully loaded and registered with Filter Manager.
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Power service entered the running state.
Information	5/2/2021 3:14:44 AM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'true' 
PlugPlay caching subsystem enabled: 'true' 
"
Information	5/2/2021 3:14:44 AM	Service Control Manager	7036	None	The Plug and Play service entered the running state.
Information	5/2/2021 3:14:43 AM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 1 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
8 throttle state(s)"
Information	5/2/2021 3:14:43 AM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 0 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
8 throttle state(s)"
Information	5/2/2021 3:14:36 AM	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2021‎-‎05‎-‎02T10:14:36.484375000Z.
Information	5/2/2021 3:14:27 AM	Microsoft-Windows-Kernel-General	13	None	The operating system is shutting down at system time ‎2021‎-‎05‎-‎02T10:14:27.763671800Z.
Information	5/2/2021 3:14:27 AM	Microsoft-Windows-Kernel-Power	109	(103)	The kernel power manager has initiated a shutdown transition.
Information	5/2/2021 3:14:44 AM	EventLog	6013	None	The system uptime is 7 seconds.
Information	5/2/2021 3:14:44 AM	EventLog	6005	None	The Event log service was started.
Information	5/2/2021 3:14:44 AM	EventLog	6009	None	Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information	5/2/2021 3:14:26 AM	Service Control Manager	7036	None	The wampmysqld service entered the stopped state.
Information	5/2/2021 3:14:26 AM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the stopped state.
Information	5/2/2021 3:14:26 AM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The jmx service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The jenkins service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Remote Desktop Services service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Application Host Helper Service service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Windows Modules Installer service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Cryptographic Services service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Software Protection service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Windows Event Log service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The User Profile Service service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Power service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Plug and Play service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'false' 
PlugPlay caching subsystem enabled: 'false' 
"
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Service Control Manager	7036	None	The DHCP Client service entered the stopped state.
Information	5/2/2021 3:14:25 AM	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	5/2/2021 3:14:25 AM	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
